id,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,default,purpose,title,addr_state
1365,6000.0,36 months,10.0,193.61,D,Peak Developmental Services,5 years,MORTGAGE,62004.0,Not Verified,1,debt_consolidation,Debt Consolidation Loan,NM
1366,2000.0,36 months,12.62,67.03,A,Sales Associate/Support,< 1 year,RENT,15000.0,Not Verified,0,debt_consolidation,Debt consolidation,OR
1367,3500.0,36 months,17.27,125.26,C,Sales,2 years,RENT,16000.0,Source Verified,0,debt_consolidation,Debt consolidation,MN
1368,12000.0,36 months,11.14,393.67,E,"Bowers Office Products, Inc",4 years,RENT,42500.0,Not Verified,0,credit_card,3yrs til debt free,AK
1369,20000.0,36 months,5.32,602.3,F,Project Manager/Ops Manager,4 years,RENT,70200.0,Not Verified,1,debt_consolidation,Debt consolidation,WI
1370,6425.0,36 months,13.99,219.57,B,Driver,< 1 year,MORTGAGE,30000.0,Verified,0,debt_consolidation,Debt consolidation,OR
1371,24000.0,36 months,16.55,850.31,D,VP Operations,2 years,RENT,85000.0,Verified,1,small_business,Business,MI
1372,20000.0,36 months,14.64,689.79,G,Teacher,10+ years,OWN,70000.0,Source Verified,0,credit_card,Credit card refinancing,CT
1373,14000.0,36 months,15.1,486.01,D,Plumber,< 1 year,MORTGAGE,37400.0,Verified,1,debt_consolidation,Debt consolidation,TN
1374,12000.0,36 months,10.75,391.45,A,Receptionist/Weight Loss Coach,1 year,RENT,40000.0,Source Verified,0,debt_consolidation,Debt consolidation,OR
1375,5400.0,36 months,18.49,196.56,B,operater,10+ years,OWN,30000.0,Verified,0,debt_consolidation,Debt consolidation,TN
1376,8000.0,36 months,7.69,249.55,E,Co-Owner,7 years,RENT,36000.0,Verified,0,debt_consolidation,Debt consolidation,VA
1377,10000.0,36 months,6.68,307.31,D,Field safety supervisor,,MORTGAGE,70000.0,Verified,0,debt_consolidation,Debt consolidation,OH
1378,16825.0,60 months,13.99,391.41,A,Business Systems Analyst,6 years,RENT,69200.0,Not Verified,0,debt_consolidation,Debt consolidation,ME
1379,15200.0,36 months,6.03,462.63,B,UTC,< 1 year,MORTGAGE,113000.0,Source Verified,0,car,consolidate,NH
1380,23500.0,60 months,24.11,677.55,B,Green Room,,MORTGAGE,89133.0,Source Verified,0,major_purchase,Major purchase,KY
1381,7100.0,36 months,15.99,249.58,E,hairstylist,10+ years,MORTGAGE,55000.0,Source Verified,1,debt_consolidation,Debt consolidation,GA
1382,9750.0,36 months,15.31,339.47,C,Dental Assistant,8 years,RENT,30000.0,Verified,1,debt_consolidation,consolidating debt,MA
1383,9600.0,36 months,13.67,326.57,E,shop forman/driver,10+ years,MORTGAGE,38000.0,Source Verified,0,debt_consolidation,Debt consolidation,SC
1384,18000.0,36 months,7.26,557.94,D,Sales & Marketing Director,9 years,MORTGAGE,70000.0,Source Verified,0,credit_card,Credit card refinancing,MN
1385,2800.0,36 months,12.99,94.33,G,Rn,10+ years,MORTGAGE,48000.0,Not Verified,0,home_improvement,Home improvement,OR
1386,5000.0,36 months,5.32,150.58,G,Business Development Officer,4 years,MORTGAGE,55000.0,Not Verified,0,credit_card,Credit card refinancing,OH
1387,6800.0,36 months,12.12,226.25,C,,4 years,MORTGAGE,46000.0,Source Verified,0,credit_card,Credit card refinancing,TN
1388,17825.0,60 months,27.31,547.6,C,Group Account Manager,10+ years,RENT,83400.0,Verified,1,other,Other,GA
1389,5000.0,36 months,15.31,174.09,G,Behavioral Interventionist,5 years,MORTGAGE,230000.0,Source Verified,0,other,Other,VA
1390,24000.0,60 months,14.65,566.56,G,Strategic Customer Service Cordinator,10+ years,MORTGAGE,54000.0,Source Verified,0,debt_consolidation,Debt consolidation,CT
1391,7000.0,36 months,12.69,234.82,D,Field Tech,8 years,MORTGAGE,37440.0,Not Verified,1,debt_consolidation,Debt consolidation,LA
1392,10000.0,36 months,7.26,309.97,D,Welder,8 years,OWN,50000.0,Not Verified,0,debt_consolidation,Debt consolidation,MN
1393,5600.0,36 months,12.69,187.86,B,Lead Designer,10+ years,MORTGAGE,75000.0,Verified,0,debt_consolidation,Debt consolidation,MD
1394,4950.0,36 months,15.61,173.08,A,Developmental Disability Professional,10+ years,RENT,27000.0,Not Verified,0,debt_consolidation,Consolidate,MO
1395,10750.0,60 months,25.57,319.13,B,Associate Assistant Secretary for Civil ,10+ years,MORTGAGE,165300.0,Verified,0,debt_consolidation,Debt consolidation,DC
1396,20000.0,60 months,22.11,553.63,B,The Benefits Agency,9 years,RENT,85000.0,Verified,0,debt_consolidation,Debt Consolidation Loan,NC
1397,17475.0,36 months,13.98,597.09,D,tech ,2 years,OWN,70000.0,Not Verified,0,debt_consolidation,Debt consolidation,TN
1398,10000.0,36 months,13.06,337.23,B,Uti United states ,10+ years,RENT,56000.0,Source Verified,0,debt_consolidation,Debt Consolidation Loan,GA
1399,7975.0,36 months,15.31,277.67,A,Server,3 years,RENT,30000.0,Source Verified,0,debt_consolidation,Debt consolidation,MI
1400,7200.0,36 months,10.75,234.87,B,mental health specialist ,10+ years,OWN,30000.0,Source Verified,0,debt_consolidation,,MS
1401,5000.0,36 months,14.79,172.82,E,national grid,10+ years,MORTGAGE,130000.0,Verified,0,other,Other Loan,MA
1402,35000.0,36 months,11.47,1153.67,D,Corporate Quality,10+ years,MORTGAGE,110325.0,Source Verified,0,debt_consolidation,Debt consolidation,NC
1403,35000.0,60 months,13.49,805.17,C,RN,10+ years,MORTGAGE,170000.0,Not Verified,0,debt_consolidation,Debt consolidation,MD
1404,6900.0,36 months,7.9,215.91,G,union carpenter ,10+ years,MORTGAGE,57000.0,Not Verified,0,debt_consolidation,Pay Off High Interest Credit Card,KS
1405,18000.0,60 months,17.27,449.97,F,ELMHURST EXTENDED CARE,8 years,MORTGAGE,80142.0,Source Verified,0,debt_consolidation,myloan,RI
1406,35000.0,36 months,10.99,1145.69,D,CIO,8 years,MORTGAGE,189000.0,Verified,0,small_business,Business,KY
1407,8000.0,36 months,7.39,248.45,B,,,RENT,37000.0,Verified,1,debt_consolidation,Debt consolidation,OH
1408,9900.0,36 months,14.65,341.5,B,Engineer,10+ years,RENT,70116.0,Verified,0,other,Other,WA
1409,10000.0,36 months,10.49,324.98,D,Senior design engineer,2 years,RENT,79000.0,Source Verified,0,credit_card,Credit card refinancing,MD
1410,10000.0,36 months,12.99,336.9,B,Administrative Asst.,10+ years,MORTGAGE,50900.0,Not Verified,0,debt_consolidation,Debt consolidation,KS
1411,18000.0,36 months,9.17,573.83,F,teacher,10+ years,MORTGAGE,130000.0,Not Verified,0,debt_consolidation,Debt consolidation,DE
1412,10000.0,36 months,14.09,342.22,G,T.Rowe Price,5 years,MORTGAGE,49000.0,Source Verified,0,debt_consolidation,JANUARY2013NEWSTART,CO
1413,10000.0,60 months,21.7,274.49,F,WELDER,10+ years,OWN,75000.0,Verified,1,small_business,Welding Table,CT
1414,35000.0,60 months,19.99,927.1,F,Ramp Agent,10+ years,MORTGAGE,121471.0,Source Verified,1,debt_consolidation,Debt consolidation,VA
1415,20000.0,36 months,12.29,667.06,C,Loan Officer,4 years,RENT,140000.0,Source Verified,0,debt_consolidation,Debt consolidation,OH
1416,20000.0,60 months,16.29,489.45,A,consultant,2 years,RENT,78000.0,Verified,0,debt_consolidation,Debt consolidation,VA
1417,12600.0,36 months,13.99,430.58,C,Teacher,10+ years,MORTGAGE,58000.0,Source Verified,0,debt_consolidation,Debt consolidation,CT
1418,35000.0,36 months,9.99,1129.19,A,OPS SGT MAJOR,10+ years,MORTGAGE,95000.0,Verified,0,credit_card,Credit card refinancing,CO
1419,13250.0,36 months,19.52,489.19,A,McCraren Compliance,1 year,OWN,60000.0,Verified,0,debt_consolidation,help for me in debt,AZ
1420,4500.0,36 months,10.99,147.31,G,SUPERVISOR,1 year,RENT,57000.0,Verified,0,other,Other,OK
1421,8000.0,36 months,13.11,269.98,D,Canadian Pacific Railroad,6 years,MORTGAGE,79152.0,Not Verified,0,wedding,Wedding expenses,SD
1422,18350.0,36 months,13.98,626.99,E,Kitchen and Bath Designer,10+ years,MORTGAGE,75000.0,Not Verified,1,debt_consolidation,Debt consolidation,WI
1423,5000.0,36 months,12.59,167.49,F,Recovery Specialist 1,,OWN,25000.0,Verified,0,debt_consolidation,Debt consolidation,OK
1424,8325.0,36 months,15.31,289.86,E,Blondie's,2 years,RENT,24000.0,Not Verified,1,credit_card,Credit card refinancing,MA
1425,10000.0,36 months,11.53,329.91,B,Maintenance Coordinator,10+ years,RENT,60000.0,Not Verified,0,debt_consolidation,Debt consolidation,MA
1426,13000.0,36 months,11.14,426.47,D,GENERAL ELETRIC,10+ years,MORTGAGE,55000.0,Not Verified,0,debt_consolidation,CREDIT CARD CONSOLIDATION,OH
1427,5600.0,36 months,11.99,185.98,D,Deputy Clerk/Deputy Tax Collector,4 years,RENT,36512.0,Verified,0,debt_consolidation,Debt consolidation,NC
1428,10000.0,60 months,20.99,270.48,C,Motion Graphics Artist/Editor,< 1 year,RENT,84000.0,Source Verified,0,medical,Medical expenses,MA
1429,6000.0,36 months,9.93,193.41,B,Radiologic Technologist,5 years,MORTGAGE,45000.0,Source Verified,0,debt_consolidation,Debt consolidation,OH
1430,28000.0,60 months,8.39,572.98,D,CFO,10+ years,MORTGAGE,120000.0,Not Verified,0,debt_consolidation,Debt consolidation,MN
1431,7000.0,36 months,6.39,214.2,D,Registered Nurse,1 year,RENT,47500.0,Not Verified,0,credit_card,Credit card refinancing,NV
1432,7200.0,36 months,15.61,251.75,C,Security Officer,8 years,RENT,53000.0,Not Verified,0,other,Other,MD
1433,12000.0,36 months,7.62,373.94,F,The Episcopal Church,7 years,RENT,95000.0,Verified,0,debt_consolidation,Debt Reduction,HI
1434,15000.0,36 months,11.53,494.86,A,,,MORTGAGE,75000.0,Source Verified,0,major_purchase,Major purchase,NV
1435,10000.0,36 months,17.99,361.48,D,Director ,5 years,MORTGAGE,49500.0,Verified,1,home_improvement,Home improvement,LA
1436,15000.0,60 months,17.14,373.92,A,Senior Agent,5 years,RENT,80000.0,Verified,0,debt_consolidation,Debt consolidation,MA
1437,35000.0,60 months,14.49,823.31,D,Office Manager,5 years,OWN,72500.0,Source Verified,0,debt_consolidation,Debt consolidation,CO
1438,25000.0,36 months,6.49,766.12,F,business analyst,2 years,MORTGAGE,110000.0,Source Verified,0,credit_card,Credit card refinancing,OH
1439,10000.0,60 months,15.05,238.17,E,"Director, Human Resources ",5 years,RENT,75000.0,Not Verified,1,debt_consolidation,Debt consolidation,NC
1440,18000.0,60 months,18.49,461.9,B,Computer Sciences Corporation,3 years,RENT,67000.0,Verified,0,debt_consolidation,Debt Consolidation Loan,HI
1441,13800.0,36 months,14.46,474.75,D,SALE ASSOCIATR,10+ years,OWN,30000.0,Not Verified,1,home_improvement,Home improvement,NC
1442,25000.0,36 months,13.49,848.27,D,sales,3 years,MORTGAGE,66000.0,Not Verified,0,credit_card,Credit card refinancing,MN
1443,14400.0,36 months,11.49,474.79,B,Software Developer,3 years,RENT,80000.0,Source Verified,0,credit_card,Credit card refinancing,VA
1444,13450.0,36 months,7.89,420.8,C,Business development associate,1 year,RENT,63000.0,Verified,0,debt_consolidation,Debt consolidation,AZ
1445,35000.0,60 months,19.99,927.1,G,Management/Sales,8 years,RENT,106000.0,Verified,0,debt_consolidation,Debt consolidation,HI
1446,5600.0,36 months,5.32,168.65,D,HR Administrator,10+ years,MORTGAGE,41600.0,Not Verified,0,debt_consolidation,Debt consolidation,AZ
1447,12000.0,60 months,13.99,279.16,B,Teacher,< 1 year,RENT,38500.0,Not Verified,0,other,Other,OH
1448,10000.0,36 months,9.93,322.35,D,Electrician,10+ years,OWN,50000.0,Source Verified,0,debt_consolidation,Debt consolidation,AL
1449,12650.0,60 months,13.99,294.28,B,Robins AFB,6 years,MORTGAGE,48000.0,Verified,1,debt_consolidation,Pay It ALL Off,GA
1450,10000.0,36 months,8.99,317.96,E,BMI energy management,9 years,MORTGAGE,41000.0,Not Verified,0,credit_card,Credit card refinancing,AR
1451,6000.0,36 months,11.49,197.83,F,Senior Finance Specialist ,10+ years,RENT,50000.0,Verified,0,debt_consolidation,Debt consolidation,MO
1452,25000.0,60 months,18.25,638.25,F,Csr,< 1 year,MORTGAGE,55000.0,Verified,0,debt_consolidation,Credit Card Payoff,NM
1453,18000.0,36 months,13.59,611.62,D,RN,6 years,MORTGAGE,58000.0,Source Verified,0,debt_consolidation,Debt consolidation,TN
1454,5000.0,36 months,13.99,170.87,D,,,RENT,38000.0,Verified,1,debt_consolidation,Debt consolidation,AL
1455,10000.0,36 months,9.76,321.55,A,SCTelcom,4 years,RENT,56000.0,Source Verified,0,medical,Medical Loan,KS
1456,8900.0,36 months,18.99,326.2,B,Accounts Payable,4 years,MORTGAGE,32000.0,Verified,0,debt_consolidation,Debt consolidation,WI
1457,8400.0,36 months,6.68,258.15,A,Data Analyst,2 years,OWN,64000.0,Verified,0,debt_consolidation,Debt consolidation,MA
1458,15000.0,36 months,5.32,451.73,B,RN,5 years,MORTGAGE,187000.0,Not Verified,0,car,Car financing,IN
1459,10000.0,36 months,5.32,301.15,D,Magistrate ,10+ years,OWN,77000.0,Not Verified,0,debt_consolidation,Debt consolidation,NC
1460,12000.0,60 months,13.99,279.16,B,Bookkeeper II,10+ years,MORTGAGE,51065.0,Not Verified,0,debt_consolidation,Debt consolidation,TN
1461,19800.0,36 months,15.59,692.11,A,Records Coordinator,1 year,MORTGAGE,45136.0,Verified,0,debt_consolidation,Debt consolidation,AL
1462,20000.0,60 months,10.99,434.75,D,,10+ years,MORTGAGE,75000.0,Source Verified,0,debt_consolidation,payoff,GA
1463,22425.0,60 months,16.59,552.39,B,Police Officer,10+ years,MORTGAGE,53500.0,Source Verified,0,debt_consolidation,Debt consolidation,NC
1464,23000.0,36 months,11.49,758.34,B,Welder,8 years,MORTGAGE,100000.0,Not Verified,0,debt_consolidation,Debt consolidation,AZ
1465,12000.0,60 months,15.8,290.55,D,Providence School Departmemt,9 years,MORTGAGE,70000.0,Verified,0,debt_consolidation,debt consolidation,RI
1466,15000.0,36 months,13.99,512.6,D,,,MORTGAGE,55000.0,Verified,0,credit_card,Credit card refinancing,GA
1467,30000.0,60 months,11.49,659.63,E,Teacher,7 years,RENT,200000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
1468,3500.0,36 months,8.9,111.14,C,Front Desk Supervisor,1 year,OWN,35000.0,Not Verified,0,credit_card,Credit card refinancing,WI
1469,6000.0,36 months,6.03,182.62,A,State of Wisconsin,10+ years,MORTGAGE,90000.0,Not Verified,0,major_purchase,My golf cart,WI
1470,11200.0,36 months,7.29,347.32,B,Miken Technologies,4 years,MORTGAGE,95000.0,Source Verified,0,credit_card,Credit Card Loan Pay-Offs,MO
1471,12650.0,36 months,8.9,401.68,B,Sprint Nextel Corporation,10+ years,MORTGAGE,88000.0,Verified,0,credit_card,Credit Consolidation,CO
1472,18000.0,60 months,14.08,419.58,D,Billing Specialist,5 years,MORTGAGE,45000.0,Verified,1,debt_consolidation,Debt consolidation,KY
1473,9000.0,36 months,11.53,296.92,F,Dealer,2 years,RENT,44000.0,Source Verified,0,credit_card,Credit card refinancing,WA
1474,6000.0,36 months,6.54,184.01,C,Apple Inc.,2 years,RENT,30000.0,Verified,0,debt_consolidation,Credit Consolidation,OK
1475,21350.0,60 months,19.24,556.66,C,Equipment Operator ,6 years,OWN,70000.0,Source Verified,1,credit_card,Credit card refinancing,CO
1476,9825.0,36 months,9.99,316.98,D,Oakhilll School,10+ years,MORTGAGE,73000.0,Verified,0,debt_consolidation,Debt consolidation,OR
1477,12000.0,36 months,6.24,366.37,E,Wastewater operator,9 years,MORTGAGE,55000.0,Source Verified,0,home_improvement,Home improvement,VA
1478,15000.0,36 months,11.49,494.57,D,painter,< 1 year,MORTGAGE,60000.0,Source Verified,0,debt_consolidation,Debt consolidation,VA
1479,25000.0,60 months,12.99,568.7,C,Electrician ,10+ years,MORTGAGE,85000.0,Source Verified,0,debt_consolidation,Debt consolidation,OR
1480,10400.0,36 months,7.91,325.47,B,Senior Crédit Analyst,3 years,MORTGAGE,55000.0,Source Verified,0,major_purchase,Major purchase,NC
1481,19625.0,60 months,26.99,599.14,E,detention officer,6 years,MORTGAGE,56000.0,Verified,1,debt_consolidation,Debt consolidation,AL
1482,15000.0,36 months,11.99,498.15,A,Mechanic,10+ years,MORTGAGE,82000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
1483,3600.0,36 months,6.71,110.69,C,Accessor,10+ years,OWN,56000.0,Not Verified,0,debt_consolidation,Debt consolidation,WI
1484,8400.0,36 months,11.86,278.44,B,Ameriprise Financial,2 years,RENT,52800.0,Verified,0,debt_consolidation,Dumping AMEX and Bank of America cards,GA
1485,16000.0,36 months,13.98,546.69,E,CEO,7 years,MORTGAGE,36838.0,Source Verified,0,credit_card,Credit card refinancing,WI
1486,10000.0,60 months,7.26,199.25,B,Reimbursement Counselor,2 years,MORTGAGE,40000.0,Not Verified,0,credit_card,Credit card refinancing,NC
1487,9000.0,36 months,6.03,273.92,A,,10+ years,MORTGAGE,46000.0,Source Verified,0,debt_consolidation,Car Payoff and Visa Credit Card,GA
1488,2000.0,36 months,19.52,73.84,D,Registered Nurse,5 years,MORTGAGE,70000.0,Not Verified,0,vacation,The Loan,SC
1489,20000.0,36 months,16.24,705.52,E,galls,1 year,MORTGAGE,72000.0,Verified,0,credit_card,Debt Refinance,VA
1490,10000.0,36 months,17.57,359.38,G,,,RENT,35000.0,Source Verified,1,debt_consolidation,Debt consolidation,VA
1491,10000.0,36 months,9.99,322.63,F,service technician,6 years,RENT,60000.0,Source Verified,0,debt_consolidation,Debt consolidation,CT
1492,25000.0,36 months,6.71,768.62,G,Driver,10+ years,MORTGAGE,107000.0,Source Verified,0,debt_consolidation,Debt consolidation,MN
1493,6200.0,36 months,9.99,200.03,A,Electrician,4 years,MORTGAGE,50000.0,Verified,0,credit_card,Credit card refinancing,OK
1494,8000.0,36 months,15.05,277.52,D,Team lead,5 years,MORTGAGE,80000.0,Verified,0,home_improvement,Home improvement,NH
1495,10200.0,36 months,11.99,338.74,F,Enterprise Architect,10+ years,MORTGAGE,135000.0,Source Verified,0,credit_card,Credit card refinancing,CO
1496,4200.0,36 months,9.17,133.9,B,,,MORTGAGE,76000.0,Not Verified,0,home_improvement,Home improvement,GA
1497,30800.0,36 months,14.46,1059.57,A,Integrated Facility Manager,< 1 year,RENT,171000.0,Source Verified,0,credit_card,Credit card refinancing,CT
1498,24000.0,36 months,10.75,782.9,C,"Vice President, Communications",10+ years,MORTGAGE,81000.0,Not Verified,1,debt_consolidation,Debt consolidation,MA
1499,13225.0,36 months,11.49,436.05,G,Auction Coordinator,3 years,RENT,83000.0,Verified,0,debt_consolidation,Debt consolidation,CT
1500,20000.0,36 months,16.59,708.99,A,RN Care Manager,2 years,MORTGAGE,55000.0,Not Verified,0,credit_card,Credit card refinancing,WI
1501,20000.0,36 months,12.69,670.9,B,Coal Miner,3 years,RENT,100000.0,Source Verified,0,debt_consolidation,Debt consolidation,OH
1502,5375.0,36 months,5.32,161.87,D,Payroll Accountant,7 years,MORTGAGE,75000.0,Not Verified,0,debt_consolidation,Debt consolidation,NC
1503,40000.0,36 months,5.31,1204.42,E,painter,4 years,MORTGAGE,192000.0,Source Verified,0,credit_card,Credit card refinancing,MD
1504,2650.0,36 months,13.11,89.43,D,PHC Northwest,1 year,RENT,30000.0,Not Verified,0,debt_consolidation,Debt Free ,OR
1505,6000.0,36 months,24.74,237.74,D,Teacher,4 years,RENT,52000.0,Source Verified,0,debt_consolidation,Debt consolidation,OH
1506,7225.0,36 months,16.49,255.77,C,Sr Technical Lead,10+ years,RENT,106000.0,Verified,1,debt_consolidation,Debt consolidation,OK
1507,7600.0,36 months,6.89,234.29,B,city carrier,9 years,MORTGAGE,62000.0,Not Verified,0,credit_card,Credit card refinancing,CO
1508,12000.0,36 months,9.99,387.15,D,Senior Buyer,2 years,MORTGAGE,53500.0,Not Verified,0,debt_consolidation,Debt consolidation,NV
1509,35000.0,36 months,11.39,1152.34,B,Research Analyst,3 years,MORTGAGE,94796.0,Source Verified,0,debt_consolidation,Debt consolidation,MD
1510,5000.0,36 months,13.99,170.87,A,milk receiver,10+ years,MORTGAGE,60000.0,Verified,0,medical,Medical expenses,TN
1511,14400.0,36 months,11.99,478.22,B,Applications Engineer,9 years,RENT,67000.0,Not Verified,0,credit_card,Credit card refinancing,UT
1512,9000.0,36 months,11.14,295.25,B,Defense Logistic Agency,5 years,MORTGAGE,50000.0,Source Verified,0,debt_consolidation,Debt Consolidation,AL
1513,7500.0,36 months,9.75,241.13,D,Congressional Liaison,9 years,MORTGAGE,96560.0,Not Verified,0,debt_consolidation,Debt consolidation,OH
1514,15000.0,60 months,14.85,355.67,A,,,MORTGAGE,62400.0,Not Verified,0,home_improvement,Home improvement,CO
1515,3600.0,36 months,13.99,123.03,E,Lube/Tire Manager,9 years,RENT,60000.0,Verified,0,debt_consolidation,Debt consolidation,NC
1516,9600.0,36 months,17.86,346.39,B,Packer,< 1 year,RENT,30300.0,Source Verified,0,credit_card,Credit card refinancing,OH
1517,13800.0,36 months,7.89,431.75,F,Chemist,< 1 year,MORTGAGE,75000.0,Source Verified,0,credit_card,Credit card refinancing,AZ
1518,14000.0,36 months,15.31,487.45,C,Bombardier,2 years,MORTGAGE,48000.0,Not Verified,0,home_improvement,improvements,NV
1519,7050.0,36 months,16.99,251.32,F,Accounting,10+ years,OWN,40000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
1520,21000.0,36 months,14.09,718.65,C,AT&T,10+ years,RENT,110000.0,Verified,0,credit_card,Loan,WA
1521,35000.0,60 months,21.45,955.75,D,peapod by giant,,MORTGAGE,0.0,Not Verified,0,credit_card,Credit card refinancing,OR
1522,12000.0,60 months,11.99,266.88,F,Respiratory Therapist,10+ years,MORTGAGE,98000.0,Source Verified,0,debt_consolidation,Debt consolidation,CT
1523,6000.0,36 months,8.9,190.52,B,Jeld-wen,10+ years,MORTGAGE,43576.0,Not Verified,0,credit_card,Chase Payoff,OR
1524,4000.0,36 months,10.99,130.94,B,Database Administrator,< 1 year,MORTGAGE,60000.0,Source Verified,1,debt_consolidation,Debt consolidation,IN
1525,32150.0,36 months,15.41,1120.96,B,Systems Analyst,10+ years,MORTGAGE,126900.0,Verified,0,credit_card,Credit card refinancing,GA
1526,20000.0,60 months,16.24,488.92,C,Station Manager,10+ years,MORTGAGE,104000.0,Source Verified,0,debt_consolidation,Simplicity Loan,VA
1527,22000.0,60 months,20.89,593.82,D,Robins Air Force Base,4 years,RENT,63000.0,Verified,1,debt_consolidation,2011,GA
1528,16000.0,36 months,10.99,523.75,D,Flight Attendant,2 years,MORTGAGE,45000.0,Not Verified,0,credit_card,Credit card refinancing,HI
1529,14400.0,60 months,12.59,324.63,C,Executive Assistant,3 years,MORTGAGE,70000.0,Source Verified,0,debt_consolidation,Debt consolidation,VA
1530,15000.0,36 months,13.99,512.6,A,Senior Civil Engineer,3 years,MORTGAGE,122000.0,Verified,0,credit_card,Credit card refinancing,MD
1531,12000.0,60 months,25.49,355.68,D,RN,9 years,RENT,48000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
1532,20000.0,36 months,7.89,625.72,A,construction accountant,1 year,MORTGAGE,60000.0,Source Verified,0,credit_card,Credit card refinancing,MO
1533,4000.0,36 months,10.91,130.79,C,Compliance,4 years,RENT,52000.0,Not Verified,0,debt_consolidation,Debt consolidation,DE
1534,16000.0,36 months,18.99,586.42,C,Director of Housekeeping,10+ years,RENT,72000.0,Verified,0,debt_consolidation,Debt consolidation,NV
1535,13200.0,36 months,12.69,442.8,E,RN,3 years,MORTGAGE,116000.0,Not Verified,0,debt_consolidation,Debt consolidation,WI
1536,18000.0,60 months,17.99,456.99,D,Case Management Assistant,3 years,MORTGAGE,41600.0,Verified,1,credit_card,18000 loan,CO
1537,23325.0,60 months,11.55,513.57,C,Coca-Cola,3 years,RENT,52000.0,Verified,0,debt_consolidation,consolidation,HI
1538,19000.0,36 months,13.49,644.68,D,Department of Defense,3 years,MORTGAGE,115000.0,Source Verified,0,car,4x4,VA
1539,14525.0,36 months,12.61,486.69,D,Business Manager,10+ years,MORTGAGE,58375.64,Source Verified,1,debt_consolidation,Debt consolidation,VA
1540,11475.0,60 months,24.99,336.74,D,machine operater,9 years,MORTGAGE,25497.92,Verified,1,home_improvement,Home improvement,MO
1541,10000.0,36 months,5.32,301.15,A,,,RENT,35000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
1542,7700.0,36 months,7.26,238.68,E,Tile Setter,2 years,MORTGAGE,41600.0,Not Verified,1,credit_card,Credit card refinancing,KS
1543,6000.0,36 months,8.99,190.78,C,Business Manager,7 years,MORTGAGE,65000.0,Not Verified,1,debt_consolidation,Debt consolidation,NV
1544,15000.0,36 months,14.98,519.84,D,Pharmacist,9 years,MORTGAGE,120000.0,Source Verified,0,debt_consolidation,credit card debt consolidation,AL
1545,25300.0,60 months,16.59,623.21,A,Medical Assistant,9 years,MORTGAGE,75000.0,Not Verified,0,debt_consolidation,Debt consolidation,OR
1546,6025.0,36 months,8.99,191.57,B,Principal,10+ years,MORTGAGE,120000.0,Source Verified,0,debt_consolidation,,MA
1547,9000.0,36 months,12.29,300.18,E,captain,5 years,OWN,80000.0,Source Verified,1,debt_consolidation,Debt consolidation,LA
1548,8000.0,36 months,10.49,259.99,G,Paralegal,9 years,MORTGAGE,54000.0,Not Verified,0,debt_consolidation,Debt consolidation,UT
1549,10000.0,36 months,11.49,329.72,E,Special Education Teacher,3 years,RENT,42535.0,Not Verified,0,debt_consolidation,Debt consolidation,MS
1550,9000.0,36 months,15.61,314.69,F,Administrative Assistant,10+ years,RENT,33762.0,Verified,1,other,Other,SD
1551,2250.0,36 months,9.75,72.34,F,Nurse Staff Coordinator ,10+ years,MORTGAGE,73320.0,Source Verified,0,home_improvement,Home improvement,WA
1552,3500.0,36 months,13.33,118.49,C,,,MORTGAGE,68156.76,Source Verified,0,other,Other,MD
1553,15000.0,36 months,6.24,457.97,B,CAD,10+ years,RENT,63000.0,Source Verified,0,credit_card,Credit card refinancing,MD
1554,10200.0,36 months,9.17,325.17,F,Contract Closeout Assistant,1 year,RENT,35000.0,Source Verified,0,credit_card,Credit card refinancing,TN
1555,2800.0,36 months,9.17,89.27,A,teacher,8 years,MORTGAGE,62000.0,Source Verified,0,other,Other,WA
1556,7200.0,36 months,6.99,222.29,F,Title Manager,2 years,MORTGAGE,75000.0,Not Verified,0,debt_consolidation,Debt consolidation,MO
1557,15600.0,36 months,14.65,538.11,B,ST.LOUIS CHILDRENS HOSPITAL,10+ years,MORTGAGE,49500.0,Verified,0,debt_consolidation,Debt consolidation,SC
1558,11200.0,36 months,9.67,359.66,F,Dentist,8 years,RENT,200000.0,Source Verified,0,car,Car financing,VA
1559,7000.0,36 months,6.39,214.2,F,RN,10+ years,MORTGAGE,72000.0,Not Verified,0,home_improvement,Home improvement,WI
1560,35000.0,36 months,16.29,1235.52,F,Outside sales,10+ years,MORTGAGE,134000.0,Source Verified,0,debt_consolidation,Debt consolidation,NV
1561,35000.0,60 months,10.99,760.82,C,Career Development Manager,10+ years,RENT,80000.0,Source Verified,1,credit_card,Credit card refinancing,MN
1562,35000.0,36 months,24.08,1374.63,A,WAREHOUSE LOGISTICS,10+ years,MORTGAGE,102000.0,Verified,0,debt_consolidation,Debt consolidation,KS
1563,23000.0,36 months,5.32,692.64,A,YARD FOREMAN,10+ years,MORTGAGE,180000.0,Verified,0,debt_consolidation,Debt consolidation,AZ
1564,15400.0,36 months,16.99,548.98,D,,,RENT,35000.0,Verified,0,debt_consolidation,Debt consolidation,TN
